symbol,timeframe,side,setup,status,signal_ts,signal_time_utc,age_bars,score,grade,last_price,ema200,atr14,trigger,stop,target_1r,target_2r,target_3r,structure_target,structure_target_r,risk_pct,quote_volume_24h,touch_count,cross_count,ema_slope_atr,distance_from_ema_atr,volume_ratio,trigger_ts,trigger_time_utc,invalidation_ts,invalidation_time_utc,current_r,no_chase,reasons,warnings,score_components,is_recent,state_change
USD1USDT,4H,SHORT,EMA_REJECTION,INVALIDATED,1787414400000,2026-08-22T16:00+00:00,24,46.35012696058352,D,0.9997,1.0000094036087654,0.0002593719413719454,0.9999000000000001,1.0001,0.9997000000000003,0.9995000000000004,0.9993000000000005,0.99978,0.6000000000009992,0.020002000200006694,157894887.47753,6,2,-0.041172662487777,-0.3446926768273983,0.23130565441989206,1787428800000.0,2026-08-22T20:00+00:00,1787486400000.0,2026-08-23T12:00+00:00,1.0000000000011102,False,EMA sweep/touch closed back on the defended side; 1D regime aligns,EMA is heavily tested; weak signal-candle volume; less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'close_quality': 10.0, 'rejection_wick': 7.0, 'range': 0.938400335705754, 'ema_slope': 0.41172662487776995, 'touch_freshness': -5.0, 'cleanliness': 3.0, 'volume_impulse': -3.0, 'liquidity': 3.0, 'structure_room': -8.0, 'mtf_alignment': 5.0}",False,NEW
PROMUSDT,1D,SHORT,EMA_REJECTION,INVALIDATED,1786752000000,2026-08-15T00:00+00:00,10,45.98024571216994,D,4.168,2.4345173395367374,0.4385549063279153,2.1590000000000003,2.48,1.8380000000000005,1.5170000000000008,1.196000000000001,1.805,1.102803738317759,14.867994441871222,11987251.93997,2,2,-0.05048616297487988,-0.5826347758282352,3.5548501638379078,1786838400000.0,2026-08-16T00:00+00:00,1787270400000.0,2026-08-21T00:00+00:00,-6.258566978193151,False,EMA sweep/touch closed back on the defended side; second EMA test episode; volume expansion,less than 1.25R to nearby structure; 4H regime conflicts,"{'valid_setup': 45.0, 'close_quality': 10.0, 'rejection_wick': 1.6628352490421527, 'range': 0.8125488333789849, 'ema_slope': 0.5048616297487988, 'touch_freshness': 5.0, 'cleanliness': 3.0, 'volume_impulse': 5.0, 'structure_room': -8.0, 'mtf_alignment': -5.0}",False,NEW
USD1USDT,1D,LONG,EMA_REJECTION,INVALIDATED,1787011200000,2026-08-18T00:00+00:00,7,45.96476611600744,D,0.9997,0.9999809734447312,0.0003668291203695795,1.00004,0.9997600000000001,1.0003199999999999,1.0006,1.00088,1.00013,0.321428571428359,0.027998880044792902,157894887.47753,2,2,0.037972682796891186,0.07912827432995038,1.0276570272323005,,,1787097600000.0,2026-08-19T00:00+00:00,-1.214285714285969,False,EMA sweep/touch closed back on the defended side; second EMA test episode,less than 1.25R to nearby structure; 4H regime conflicts,"{'valid_setup': 45.0, 'close_quality': 10.0, 'rejection_wick': 3.589743589741546, 'range': 0.9952956982969823, 'ema_slope': 0.37972682796891183, 'touch_freshness': 5.0, 'cleanliness': 3.0, 'liquidity': 3.0, 'structure_room': -8.0, 'mtf_alignment': -5.0}",False,NEW
BMTUSDT,4H,SHORT,EMA_REJECTION,INVALIDATED,1787587200000,2026-08-24T16:00+00:00,12,44.31505520018095,D,0.02141,0.015191744507989893,0.0008341573861549279,0.014620000000000001,0.0154,0.013840000000000002,0.013060000000000002,0.012280000000000003,0.01387,0.9615384615384631,5.335157318741446,29761457.745324,2,3,-0.0023635754545595807,-0.40968828384434014,1.0013715652871833,,,1787644800000.0,2026-08-25T08:00+00:00,-8.705128205128208,False,EMA sweep/touch closed back on the defended side; second EMA test episode,less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'close_quality': 6.015037593984957, 'rejection_wick': 4.50292397660819, 'range': 1.7734578750422079, 'ema_slope': 0.023635754545595807, 'touch_freshness': 5.0, 'liquidity': 2.0, 'structure_room': -8.0}",False,NEW
GRAMUSDT,4H,LONG,EMA_REJECTION,INVALIDATED,1787457600000,2026-08-23T04:00+00:00,21,44.3113350368051,D,1.399,1.4145834972653724,0.041743419077212934,1.474,1.409,1.539,1.6039999999999999,1.6689999999999998,1.494,0.3076923076923082,4.409769335142466,9061053.40076,5,1,0.1250929887965903,1.399418256242368,0.6954942630450042,1787472000000.0,2026-08-23T08:00+00:00,1787745600000.0,2026-08-26T12:00+00:00,-1.1538461538461542,False,EMA sweep/touch closed back on the defended side; EMA slope supports direction,EMA is heavily tested; weak signal-candle volume; less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'close_quality': 10.0, 'rejection_wick': 7.0, 'range': 3.060405148839194, 'ema_slope': 1.250929887965903, 'touch_freshness': -5.0, 'cleanliness': 6.0, 'volume_impulse': -3.0, 'structure_room': -8.0}",False,NEW
WLFIUSDT,4H,LONG,EMA_REJECTION,INVALIDATED,1787472000000,2026-08-23T08:00+00:00,20,44.20495367680022,D,0.0581,0.057185580010220116,0.0026578320197366305,0.059500000000000004,0.0568,0.062200000000000005,0.06490000000000001,0.06760000000000001,0.0607,0.4444444444444416,4.537815126050422,5738730.57526,1,0,0.10787348475052255,0.7202938242762186,0.6560168400460575,1787486400000.0,2026-08-23T12:00+00:00,1787630400000.0,2026-08-25T04:00+00:00,-0.5185185185185204,False,EMA sweep/touch closed back on the defended side; first EMA test episode,weak signal-candle volume; less than 1.25R to nearby structure; 1D regime conflicts,"{'valid_setup': 45.0, 'close_quality': 9.523809523809506, 'rejection_wick': 1.7283950617283819, 'range': 0.8740142437571069, 'ema_slope': 1.0787348475052254, 'touch_freshness': 8.0, 'cleanliness': 6.0, 'volume_impulse': -3.0, 'structure_room': -8.0, 'mtf_alignment': -5.0}",False,NEW
USD1USDT,4H,SHORT,EMA_ACCEPTANCE,INVALIDATED,1787443200000,2026-08-23T00:00+00:00,22,44.181958594829595,D,0.9997,1.000007625363499,0.0002506829494482663,0.9997600000000001,1.00005,0.9994700000000001,0.9991800000000001,0.9988900000000001,0.99965,0.37931034482775783,0.029006961670802238,157894887.47753,6,1,-0.04100581429317282,-0.6686747697362533,0.2769881398110223,,,1787486400000.0,2026-08-23T12:00+00:00,0.20689655172433594,False,decisive body displacement through the EMA; 1D regime aligns,EMA is heavily tested; weak signal-candle volume; less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'body_displacement': 3.989102578382584, 'body_quality': 4.603580562663699, 'ema_displacement': 4.179217310851583, 'ema_slope': 0.4100581429317282, 'touch_freshness': -5.0, 'cleanliness': 6.0, 'volume_impulse': -3.0, 'liquidity': 3.0, 'structure_room': -8.0, 'mtf_alignment': 5.0}",False,NEW
HEIUSDT,4H,LONG,EMA_REJECTION,INVALIDATED,1787385600000,2026-08-22T08:00+00:00,26,42.89208804869619,D,0.1535,0.13303343965691478,0.00894660073714185,0.1391,0.1315,0.1467,0.1543,0.1619,0.1439,0.6315789473684212,5.463695183321348,11462895.22982,5,1,0.03587917688306798,0.34276262383704964,1.3120354335362032,,,1787400000000.0,2026-08-22T12:00+00:00,1.8947368421052637,False,EMA sweep/touch closed back on the defended side; 1D regime aligns,EMA is heavily tested; less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'close_quality': 3.088803088803064, 'rejection_wick': 3.9939939939940112, 'range': 1.4504991970684322, 'ema_slope': 0.35879176883067976, 'touch_freshness': -5.0, 'cleanliness': 6.0, 'volume_impulse': 3.0, 'structure_room': -8.0, 'mtf_alignment': 5.0}",False,NEW
BMTUSDT,4H,SHORT,EMA_REJECTION,INVALIDATED,1787544000000,2026-08-24T04:00+00:00,15,42.64993440766476,D,0.02141,0.015195688792606658,0.0008898988928580438,0.0148,0.015360000000000002,0.01424,0.013679999999999998,0.013119999999999996,0.0146,0.35714285714285715,3.7837837837837935,29761457.745324,2,3,0.0251991069392812,-0.26484895587374957,0.5618685365818951,,,1787558400000.0,2026-08-24T08:00+00:00,-11.803571428571393,False,EMA sweep/touch closed back on the defended side; second EMA test episode,EMA slope opposes the setup; weak signal-candle volume; less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'close_quality': 6.349206349206407, 'rejection_wick': 7.0, 'range': 0.6031173417297293, 'ema_slope': -0.3023892832713744, 'touch_freshness': 5.0, 'volume_impulse': -3.0, 'liquidity': 2.0, 'structure_room': -8.0}",False,NEW
SPCXBUSDT,4H,LONG,EMA_REJECTION,INVALIDATED,1787371200000,2026-08-22T04:00+00:00,27,41.833595657399556,D,140.1,133.90813880731318,2.530311348739438,136.01,133.64000000000001,138.37999999999997,140.74999999999994,143.11999999999992,137.29,0.54008438818566,1.7425189324314214,12844289.44587,2,4,0.061564961185100776,0.6212125608454816,1.2013079239675797,1787529600000.0,2026-08-24T00:00+00:00,1787544000000.0,2026-08-24T04:00+00:00,1.7257383966244915,False,EMA sweep/touch closed back on the defended side; second EMA test episode,repeated EMA chop; less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'close_quality': 6.167056986729014, 'rejection_wick': 7.0, 'range': 1.0508890588195343, 'ema_slope': 0.6156496118510077, 'touch_freshness': 5.0, 'cleanliness': -6.0, 'volume_impulse': 3.0, 'structure_room': -8.0}",False,NEW
BMTUSDT,4H,SHORT,EMA_ACCEPTANCE,INVALIDATED,1787529600000,2026-08-24T00:00+00:00,16,40.95806086261898,D,0.02141,0.015198057524190643,0.0009168141923086624,0.014620000000000001,0.015360000000000002,0.01388,0.013139999999999999,0.012399999999999998,0.01387,1.013513513513513,5.061559507523946,29761457.745324,2,3,0.0364346450257824,-0.3905453549851852,0.7472893096335119,,,1787558400000.0,2026-08-24T08:00+00:00,-9.17567567567566,False,decisive body displacement through the EMA; second EMA test episode,EMA slope opposes the setup; less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'body_displacement': 2.7631916636827425, 'body_quality': 4.191176470588219, 'ema_displacement': 2.4409084686574074, 'ema_slope': -0.4372157403093888, 'touch_freshness': 5.0, 'liquidity': 2.0, 'structure_room': -8.0}",False,NEW
WLFIUSDT,4H,LONG,EMA_REJECTION,INVALIDATED,1787616000000,2026-08-25T00:00+00:00,10,40.63672052330242,D,0.0581,0.05730383982275052,0.002087352526873492,0.059000000000000004,0.056900000000000006,0.0611,0.0632,0.0653,0.0598,0.38095238095237904,3.559322033898301,5738730.57526,2,0,0.05665540966745093,0.7167740752878361,0.6361095800306449,,,1787630400000.0,2026-08-25T04:00+00:00,-0.4285714285714314,False,EMA sweep/touch closed back on the defended side; second EMA test episode,weak signal-candle volume; less than 1.25R to nearby structure; 1D regime conflicts,"{'valid_setup': 45.0, 'close_quality': 10.0, 'rejection_wick': 1.0370370370370656, 'range': 1.0331293895908504, 'ema_slope': 0.5665540966745093, 'touch_freshness': 5.0, 'cleanliness': 6.0, 'volume_impulse': -3.0, 'structure_room': -8.0, 'mtf_alignment': -5.0}",False,NEW
USD1USDT,1D,LONG,EMA_REJECTION,INVALIDATED,1786665600000,2026-08-14T00:00+00:00,11,40.58139284498748,D,0.9997,0.9999808213082079,0.00040298054998486797,1.00015,0.99977,1.0005300000000001,1.0009100000000002,1.0012900000000002,1.00025,0.2631578947367806,0.03799430085487646,157894887.47753,3,2,0.07016228872022635,0.047592102876559,0.9492837038527562,1786838400000.0,2026-08-16T00:00+00:00,1786924800000.0,2026-08-17T00:00+00:00,-1.184210526315805,False,EMA sweep/touch closed back on the defended side,less than 1.25R to nearby structure; 4H regime conflicts,"{'valid_setup': 45.0, 'close_quality': 3.1746031746017076, 'rejection_wick': 7.0, 'range': 1.705166783183505, 'ema_slope': 0.7016228872022635, 'touch_freshness': 2.0, 'cleanliness': 3.0, 'liquidity': 3.0, 'structure_room': -8.0, 'mtf_alignment': -5.0}",False,NEW
WLFIUSDT,4H,LONG,EMA_REJECTION,INVALIDATED,1787659200000,2026-08-25T12:00+00:00,7,39.983602900126,D,0.0581,0.05731867131550091,0.001996032617179687,0.059500000000000004,0.057,0.062000000000000006,0.0645,0.067,0.0606,0.43999999999999834,4.20168067226891,5738730.57526,2,2,0.03685100455118637,0.7421365120737072,1.2524213589427176,,,1787688000000.0,2026-08-25T20:00+00:00,-0.5600000000000017,False,EMA sweep/touch closed back on the defended side; second EMA test episode,less than 1.25R to nearby structure; 1D regime conflicts,"{'valid_setup': 45.0, 'close_quality': 5.714285714285675, 'rejection_wick': 0.7777777777777994, 'range': 2.1230293625506604, 'ema_slope': 0.36851004551186367, 'touch_freshness': 5.0, 'cleanliness': 3.0, 'volume_impulse': 3.0, 'structure_room': -8.0, 'mtf_alignment': -5.0}",False,NEW
USD1USDT,4H,SHORT,EMA_REJECTION,INVALIDATED,1787443200000,2026-08-23T00:00+00:00,22,39.474501038029636,D,0.9997,1.000007625363499,0.0002506829494482663,0.9997600000000001,1.00005,0.9994700000000001,0.9991800000000001,0.9988900000000001,0.99965,0.37931034482775783,0.029006961670802238,157894887.47753,6,1,-0.04100581429317282,-0.6686747697362533,0.2769881398110223,,,1787486400000.0,2026-08-23T12:00+00:00,0.20689655172433594,False,EMA sweep/touch closed back on the defended side; 1D regime aligns,EMA is heavily tested; weak signal-candle volume; less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'close_quality': 5.590062111811437, 'rejection_wick': 0.6763285024125207, 'range': 1.7980522808739485, 'ema_slope': 0.4100581429317282, 'touch_freshness': -5.0, 'cleanliness': 6.0, 'volume_impulse': -3.0, 'liquidity': 3.0, 'structure_room': -8.0, 'mtf_alignment': 5.0}",False,NEW
BMTUSDT,4H,SHORT,EMA_REJECTION,INVALIDATED,1787529600000,2026-08-24T00:00+00:00,16,38.64288968060724,D,0.02141,0.015198057524190643,0.0009168141923086624,0.014620000000000001,0.015300000000000001,0.013940000000000001,0.013260000000000001,0.012580000000000001,0.01387,1.1029411764705892,4.651162790697675,29761457.745324,2,3,0.0364346450257824,-0.3905453549851852,0.7472893096335119,,,1787544000000.0,2026-08-24T04:00+00:00,-9.985294117647054,False,EMA sweep/touch closed back on the defended side; second EMA test episode,EMA slope opposes the setup; less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'close_quality': 4.91071428571428, 'rejection_wick': 1.2152777777778128, 'range': 0.9541133574245381, 'ema_slope': -0.4372157403093888, 'touch_freshness': 5.0, 'liquidity': 2.0, 'structure_room': -8.0}",False,NEW
BMTUSDT,4H,SHORT,EMA_REJECTION,INVALIDATED,1787630400000,2026-08-25T04:00+00:00,9,38.537534950128986,D,0.02141,0.015188126651946163,0.0007488862162472218,0.014810000000000002,0.015280000000000002,0.014340000000000002,0.013870000000000002,0.013400000000000002,0.01463,0.3829787234042582,3.173531397704253,29761457.745324,2,3,-0.0181080589364576,-0.3313275722840276,0.49769655444814354,,,1787644800000.0,2026-08-25T08:00+00:00,-14.042553191489356,False,EMA sweep/touch closed back on the defended side; second EMA test episode,weak signal-candle volume; less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'close_quality': 5.494505494505466, 'rejection_wick': 3.589743589743584, 'range': 0.272205276515358, 'ema_slope': 0.18108058936457597, 'touch_freshness': 5.0, 'volume_impulse': -3.0, 'liquidity': 2.0, 'structure_room': -8.0}",False,NEW
INJUSDT,1D,SHORT,FAILED_ACCEPTANCE,INVALIDATED,1787356800000,2026-08-22T00:00+00:00,3,36.52023211700247,D,5.432,4.982199457214801,0.31435716022537363,4.581,5.341,3.8210000000000006,3.061000000000001,2.301000000000001,4.283,0.3921052631578949,16.59026413446845,6713724.59634,3,2,-0.17058138731606654,-0.1501459587590185,4.05866176347961,,,1787443200000.0,2026-08-23T00:00+00:00,-1.1197368421052634,False,decisive body displacement through the EMA; EMA slope supports direction; volume expansion,less than 1.25R to nearby structure; 4H regime conflicts,"{'valid_setup': 45.0, 'body_displacement': 2.6933271252980724, 'body_quality': 1.1826788762998666, 'ema_displacement': 0.9384122422438657, 'ema_slope': 1.7058138731606654, 'touch_freshness': 2.0, 'cleanliness': 3.0, 'volume_impulse': 5.0, 'structure_room': -8.0, 'mtf_alignment': -5.0}",False,NEW
BMTUSDT,1D,SHORT,EMA_REJECTION,INVALIDATED,1787356800000,2026-08-22T00:00+00:00,3,35.791549664953656,D,0.02141,0.018030044923507318,0.003685464396940289,0.01386,0.01941,0.008310000000000001,0.002760000000000002,-0.0027899999999999973,0.0122,0.29909909909909915,40.043290043290035,29761457.745324,5,2,-0.05270894410161042,-0.6050919730383837,1.193957296328378,,,1787616000000.0,2026-08-25T00:00+00:00,-1.36036036036036,False,EMA sweep/touch closed back on the defended side,EMA is heavily tested; less than 1.25R to nearby structure; 4H regime conflicts,"{'valid_setup': 45.0, 'close_quality': 4.314130715577365, 'rejection_wick': 3.9099859353023882, 'range': 4.0403435730578, 'ema_slope': 0.5270894410161042, 'touch_freshness': -5.0, 'cleanliness': 3.0, 'volume_impulse': 3.0, 'liquidity': 2.0, 'structure_room': -8.0, 'mtf_alignment': -5.0}",False,NEW
MUBUSDT,4H,SHORT,EMA_REJECTION,INVALIDATED,1787716800000,2026-08-26T04:00+00:00,3,34.406124389821144,D,967.77,933.8881456012925,15.830390988053027,925.88,936.62,915.14,904.4,893.66,920.39,0.5111731843575423,1.1599775348857313,8596504.5852,2,5,-0.06749812633981918,-0.41553904804101327,0.16009212215294416,1787731200000.0,2026-08-26T08:00+00:00,1787745600000.0,2026-08-26T12:00+00:00,-3.90037243947858,False,EMA sweep/touch closed back on the defended side; second EMA test episode,repeated EMA chop; weak signal-candle volume; less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'close_quality': 10.0, 'rejection_wick': 1.8573797678274848, 'range': 0.8737633585954673, 'ema_slope': 0.6749812633981918, 'touch_freshness': 5.0, 'cleanliness': -6.0, 'volume_impulse': -3.0, 'structure_room': -8.0}",True,NEW
HEIUSDT,4H,SHORT,EMA_REJECTION,INVALIDATED,1787457600000,2026-08-23T04:00+00:00,21,33.627735650959764,D,0.1535,0.1328422968335121,0.007876243952474434,0.1272,0.1338,0.12060000000000001,0.11400000000000002,0.10740000000000002,0.1247,0.37878787878787945,5.188679245283014,11462895.22982,6,1,-0.0032057377177703455,-0.4624408354400707,0.7631553826388984,1787472000000.0,2026-08-23T08:00+00:00,1787544000000.0,2026-08-24T04:00+00:00,-3.9848484848484866,False,EMA sweep/touch closed back on the defended side,EMA is heavily tested; less than 1.25R to nearby structure; 1D regime conflicts,"{'valid_setup': 45.0, 'close_quality': 4.591836734693801, 'rejection_wick': 7.0, 'range': 1.0038415390882596, 'ema_slope': 0.032057377177703454, 'touch_freshness': -5.0, 'cleanliness': 6.0, 'structure_room': -8.0, 'mtf_alignment': -5.0}",False,NEW
HEIUSDT,4H,SHORT,EMA_REJECTION,INVALIDATED,1787601600000,2026-08-24T20:00+00:00,11,32.84968320474354,D,0.1535,0.13253198501739955,0.00597213506311165,0.12860000000000002,0.1333,0.12390000000000004,0.11920000000000006,0.11450000000000007,0.1264,0.4680851063829821,3.6547433903576834,11462895.22982,6,2,-0.05195994612199293,-0.6081552039627168,0.42410146003196614,1787616000000.0,2026-08-25T00:00+00:00,1787673600000.0,2026-08-25T16:00+00:00,-5.297872340425547,False,EMA sweep/touch closed back on the defended side,EMA is heavily tested; weak signal-candle volume; less than 1.25R to nearby structure; 1D regime conflicts,"{'valid_setup': 45.0, 'close_quality': 10.0, 'rejection_wick': 7.0, 'range': 0.3300837435236145, 'ema_slope': 0.5195994612199293, 'touch_freshness': -5.0, 'cleanliness': 3.0, 'volume_impulse': -3.0, 'structure_room': -8.0, 'mtf_alignment': -5.0}",False,NEW
BMTUSDT,1D,SHORT,EMA_REJECTION,INVALIDATED,1787184000000,2026-08-20T00:00+00:00,5,30.57094944156296,D,0.02141,0.018052783640681268,0.0036576983538479093,0.01591,0.018430000000000002,0.013389999999999999,0.010869999999999998,0.008349999999999996,0.01449,0.5634920634920636,15.839094908862359,29761457.745324,5,2,-0.036324256396999474,-0.4081210357630658,0.9784454807530388,,,1787270400000.0,2026-08-21T00:00+00:00,-2.1825396825396806,False,EMA sweep/touch closed back on the defended side,EMA is heavily tested; less than 1.25R to nearby structure; 4H regime conflicts,"{'valid_setup': 45.0, 'close_quality': 3.2034632034632278, 'rejection_wick': 7.0, 'range': 0.0042436741297389256, 'ema_slope': 0.3632425639699947, 'touch_freshness': -5.0, 'cleanliness': 3.0, 'liquidity': 2.0, 'structure_room': -8.0, 'mtf_alignment': -5.0}",False,NEW
UNIUSDT,1D,SHORT,EMA_ACCEPTANCE,INVALIDATED,1786406400000,2026-08-11T00:00+00:00,14,29.426771690303916,D,4.338,3.9186961792476325,0.2378770431420003,3.452,4.03,2.8739999999999997,2.2959999999999994,1.717999999999999,3.261,0.33044982698961894,16.743916570104293,13417021.14531,3,4,0.020875569114244485,-0.6965622956256451,1.003289696265575,1786665600000.0,2026-08-14T00:00+00:00,1787270400000.0,2026-08-21T00:00+00:00,-1.5328719723183386,False,decisive body displacement through the EMA,EMA slope opposes the setup; repeated EMA chop; less than 1.25R to nearby structure; 4H regime conflicts,"{'valid_setup': 45.0, 'body_displacement': 5.408956869783326, 'body_quality': 3.91480730223124, 'ema_displacement': 4.353514347660282, 'ema_slope': -0.2505068293709338, 'touch_freshness': 2.0, 'cleanliness': -6.0, 'structure_room': -8.0, 'mtf_alignment': -5.0}",False,NEW
HEIUSDT,4H,SHORT,EMA_REJECTION,INVALIDATED,1787572800000,2026-08-24T12:00+00:00,13,29.311821569007435,D,0.1535,0.13259128624751795,0.0062996359311827425,0.1285,0.13340000000000002,0.12359999999999999,0.11869999999999997,0.11379999999999996,0.1264,0.42857142857142533,3.813229571984448,11462895.22982,7,3,-0.05232296141510149,-0.5700783802031071,1.009848572200084,1787587200000.0,2026-08-24T16:00+00:00,1787673600000.0,2026-08-25T16:00+00:00,-5.102040816326514,False,EMA sweep/touch closed back on the defended side,EMA is heavily tested; less than 1.25R to nearby structure; 1D regime conflicts,"{'valid_setup': 45.0, 'close_quality': 10.0, 'rejection_wick': 2.8940568475452033, 'range': 0.8945351073112197, 'ema_slope': 0.5232296141510149, 'touch_freshness': -5.0, 'structure_room': -8.0, 'mtf_alignment': -5.0}",False,NEW
ACEUSDT,1D,SHORT,EMA_REJECTION,INVALIDATED,1786838400000,2026-08-16T00:00+00:00,9,28.850772122375616,D,0.2176,0.1402225604142005,0.04990063515962818,0.13140000000000002,0.16390000000000002,0.09890000000000002,0.06640000000000001,0.03390000000000001,0.1062,0.7753846153846158,24.733637747336378,6395440.01191,4,4,-0.0046570831417313985,-0.12269503974478323,4.50809838457656,,,1786924800000.0,2026-08-17T00:00+00:00,-2.652307692307691,False,EMA sweep/touch closed back on the defended side; volume expansion,EMA is heavily tested; repeated EMA chop; less than 1.25R to nearby structure; 4H regime conflicts,"{'valid_setup': 45.0, 'close_quality': 10.0, 'rejection_wick': 4.0454076367389025, 'range': 0.7587936542194035, 'ema_slope': 0.04657083141731398, 'touch_freshness': -5.0, 'cleanliness': -6.0, 'volume_impulse': 5.0, 'structure_room': -8.0, 'mtf_alignment': -5.0}",False,NEW
HEIUSDT,4H,SHORT,EMA_ACCEPTANCE,INVALIDATED,1787400000000,2026-08-22T12:00+00:00,25,26.905559252288747,D,0.1535,0.13300524622749274,0.008836129255917435,0.12890000000000001,0.1366,0.12120000000000003,0.11350000000000005,0.10580000000000006,0.1264,0.3246753246753256,5.973622963537614,11462895.22982,5,2,0.027408017251530716,-0.317474557721538,0.664826290233864,1787428800000.0,2026-08-22T20:00+00:00,1787673600000.0,2026-08-25T16:00+00:00,-3.1948051948051988,False,decisive body displacement through the EMA,EMA slope opposes the setup; EMA is heavily tested; weak signal-candle volume; less than 1.25R to nearby structure; 1D regime conflicts,"{'valid_setup': 45.0, 'body_displacement': 4.5268690442947515, 'body_quality': 5.723370429252748, 'ema_displacement': 1.9842159857596122, 'ema_slope': -0.3288962070183686, 'touch_freshness': -5.0, 'cleanliness': 3.0, 'volume_impulse': -3.0, 'structure_room': -8.0, 'mtf_alignment': -5.0}",False,NEW
USD1USDT,4H,LONG,EMA_ACCEPTANCE,INVALIDATED,1787558400000,2026-08-24T08:00+00:00,14,26.689853368636804,D,0.9997,1.000007276213686,0.0002070492710008586,1.00021,0.9999700000000001,1.0004499999999998,1.0006899999999999,1.0009299999999999,1.00039,0.749999999999653,0.02399496105816848,157894887.47753,4,3,-0.010274825258492343,0.3029413530933927,0.8936127962184293,,,1787587200000.0,2026-08-24T16:00+00:00,-2.1250000000008673,False,decisive body displacement through the EMA,EMA slope opposes the setup; EMA is heavily tested; less than 1.25R to nearby structure; 1D regime conflicts,"{'valid_setup': 45.0, 'body_displacement': 2.57587641219425, 'body_quality': 4.343891402710758, 'ema_displacement': 1.8933834568337042, 'ema_slope': -0.12329790310190812, 'touch_freshness': -5.0, 'liquidity': 3.0, 'structure_room': -8.0, 'mtf_alignment': -5.0}",False,NEW
PAXGUSDT,1D,SHORT,EMA_REJECTION,AMBIGUOUS,1786233600000,2026-08-09T00:00+00:00,16,63.655099052727934,C,4593.16,4355.2702694107265,69.01973074301723,4329.41,4362.1900000000005,4296.629999999999,4263.8499999999985,4231.069999999998,4120.04,6.387126296522139,0.7571470477501705,11419262.125908,1,0,-0.2570333928918868,-0.3651168896116906,0.5477149674511942,1786320000000.0,2026-08-10T00:00+00:00,1786320000000.0,2026-08-10T00:00+00:00,-8.046064673581292,False,EMA sweep/touch closed back on the defended side; EMA slope supports direction; first EMA test episode,weak signal-candle volume; 4H regime conflicts,"{'valid_setup': 45.0, 'close_quality': 10.0, 'rejection_wick': 7.0, 'range': 0.08476512380907186, 'ema_slope': 2.570333928918868, 'touch_freshness': 8.0, 'cleanliness': 6.0, 'volume_impulse': -3.0, 'structure_room': 5.0, 'mtf_alignment': -5.0}",False,NEW
PORTALUSDT,1D,SHORT,EMA_REJECTION,AMBIGUOUS,1787097600000,2026-08-19T00:00+00:00,6,62.00821439464484,C,0.01595,0.014259432304223076,0.0021796735011609604,0.01016,0.014490000000000001,0.00583,0.0014999999999999996,-0.002830000000000001,,,42.618110236220474,13115012.476934,1,2,-0.09461988907688686,-1.7568834516653087,8.15932219842036,1787356800000.0,2026-08-22T00:00+00:00,1787356800000.0,2026-08-22T00:00+00:00,-1.337182448036951,False,EMA sweep/touch closed back on the defended side; first EMA test episode; volume expansion,4H regime conflicts,"{'valid_setup': 45.0, 'close_quality': 10.0, 'rejection_wick': 2.0620155038759727, 'range': 5.0, 'ema_slope': 0.9461988907688685, 'touch_freshness': 8.0, 'cleanliness': 3.0, 'volume_impulse': 5.0, 'mtf_alignment': -5.0}",False,NEW
USD1USDT,1D,SHORT,EMA_ACCEPTANCE,AMBIGUOUS,1786924800000,2026-08-17T00:00+00:00,8,54.446379887879154,D,0.9997,0.9999806817205577,0.0003750467450133989,0.9995100000000001,1.0001600000000002,0.9988600000000001,0.99821,0.99756,0.99933,0.27692307692316626,0.06503186561415487,157894887.47753,2,1,0.042337458191932964,-0.37510449678125984,0.9423778663535577,1787184000000.0,2026-08-20T00:00+00:00,1787184000000.0,2026-08-20T00:00+00:00,-0.2923076923075399,False,decisive body displacement through the EMA; second EMA test episode; 4H regime aligns,EMA slope opposes the setup; less than 1.25R to nearby structure,"{'valid_setup': 45.0, 'body_displacement': 4.266134878583465, 'body_quality': 4.343891402716014, 'ema_displacement': 2.3444031048828737, 'ema_slope': -0.5080494983031956, 'touch_freshness': 5.0, 'cleanliness': 6.0, 'liquidity': 3.0, 'structure_room': -8.0, 'mtf_alignment': 5.0}",False,NEW
